Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Hdop,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675698850.0722227,143,57252,57252,GPS1_Frame,42.337126500000004,-71.09032383333333,1.09,17.8,327797.5011518125,4689324.187389339,19,T
1675698851.0682778,144,57253,57253,GPS1_Frame,42.3371285,-71.09032350000001,1.09,17.5,327797.53407250426,4689324.408799057,19,T
1675698852.0717685,145,57254,57254,GPS1_Frame,42.337129999999995,-71.09032350000001,1.1,17.3,327797.53816696827,4689324.575362637,19,T
1675698853.0760713,146,57255,57255,GPS1_Frame,42.337131666666664,-71.09032366666666,1.1,17.0,327797.5289856717,4689324.760770808,19,T
1675698854.0647068,147,57256,57256,GPS1_Frame,42.33713383333334,-71.09032366666666,1.1,16.7,327797.53489989846,4689325.001362649,19,T
1675698855.0708427,148,57257,57257,GPS1_Frame,42.337135999999994,-71.09032366666666,1.1,16.3,327797.5408141253,4689325.241954485,19,T
1675698856.0733407,149,57258,57258,GPS1_Frame,42.33713833333333,-71.09032350000001,1.1,16.0,327797.56091399275,4689325.500715859,19,T
1675698857.070197,150,57259,57259,GPS1_Frame,42.33714,-71.09032350000001,1.1,15.8,327797.5654633981,4689325.685786504,19,T
1675698858.0693955,151,57260,57260,GPS1_Frame,42.33714150000001,-71.09032316666666,1.1,15.5,327797.5970192673,4689325.851675031,19,T
1675698859.0674703,152,57261,57261,GPS1_Frame,42.3371425,-71.09032333333333,1.1,15.3,327797.58601820935,4689325.963054946,19,T
1675698860.06935,153,57262,57262,GPS1_Frame,42.3371435,-71.09032333333333,1.1,15.0,327797.58874785254,4689326.074097333,19,T
1675698861.063271,154,57263,57263,GPS1_Frame,42.33714433333333,-71.09032316666666,1.1,14.9,327797.6047532557,4689326.166295126,19,T
1675698862.0682461,155,57264,57264,GPS1_Frame,42.33714466666667,-71.09032283333333,1.1,14.9,327797.6331245376,4689326.2026341995,19,T
1675698863.0665302,156,57265,57265,GPS1_Frame,42.3371455,-71.09032266666667,1.1,14.8,327797.64912993996,4689326.294831994,19,T
1675698864.0648725,157,57266,57266,GPS1_Frame,42.33714583333334,-71.0903225,1.1,14.8,327797.663770521,4689326.3315085955,19,T
1675698865.0647125,158,57267,57267,GPS1_Frame,42.337146,-71.09032233333333,1.1,14.8,327797.67795616144,4689326.349678133,19,T
1675698866.063469,159,57268,57268,GPS1_Frame,42.33714583333334,-71.090322,1.1,14.8,327797.7049626215,4689326.330496012,19,T
1675698867.0642111,160,57269,57269,GPS1_Frame,42.33714533333333,-71.090322,1.1,15.0,327797.7035978007,4689326.274974818,19,T
1675698868.0651708,161,57270,57270,GPS1_Frame,42.33714499999999,-71.09032166666665,1.1,15.1,327797.73014932504,4689326.237285634,19,T
1675698869.0649695,162,57271,57271,GPS1_Frame,42.33714483333333,-71.09032133333334,1.1,15.2,327797.7571557835,4689326.218103514,19,T
1675698870.0653167,163,57272,57272,GPS1_Frame,42.33714433333333,-71.09032116666667,1.1,15.5,327797.76952166576,4689326.162244792,19,T
1675698871.0616398,164,57273,57273,GPS1_Frame,42.337144,-71.09032083333334,1.1,15.6,327797.7960731868,4689326.124555608,19,T
1675698872.0556784,165,57274,57274,GPS1_Frame,42.33714366666666,-71.09032066666667,1.1,15.7,327797.80889400747,4689326.087203952,19,T
1675698873.0597482,166,57275,57275,GPS1_Frame,42.33714333333334,-71.0903205,1.1,15.9,327797.82171482826,4689326.049852297,19,T
1675698874.0607455,167,57276,57276,GPS1_Frame,42.337143,-71.0903205,1.1,16.0,327797.8208049484,4689326.012838166,19,T
1675698875.0644975,168,57277,57277,GPS1_Frame,42.33714266666666,-71.09032066666667,1.1,16.1,327797.8061643677,4689325.976161564,19,T
1675698876.0608246,169,57278,57278,GPS1_Frame,42.33714233333333,-71.09032083333334,1.1,16.1,327797.7915237869,4689325.939484964,19,T
1675698877.059975,170,57279,57279,GPS1_Frame,42.33714199999999,-71.09032083333334,1.1,16.1,327797.7906139069,4689325.902470834,19,T
1675698878.0606906,171,57280,57280,GPS1_Frame,42.33714166666667,-71.09032116666667,1.1,16.1,327797.7622426249,4689325.866131762,19,T
1675698879.0605483,172,57281,57281,GPS1_Frame,42.337141,-71.09032133333334,1.1,16.0,327797.7466921614,4689325.792441031,19,T
1675698880.062999,173,57282,57282,GPS1_Frame,42.33714066666666,-71.09032166666665,1.1,16.0,327797.7183208807,4689325.756101957,19,T
1675698881.0600905,174,57283,57283,GPS1_Frame,42.337140500000004,-71.09032233333333,1.1,16.0,327797.66294313106,4689325.738945004,19,T
1675698882.0554323,175,57284,57284,GPS1_Frame,42.33714033333334,-71.09032283333333,1.1,16.1,327797.6212960867,4689325.721450523,19,T
1675698883.0597599,176,57285,57285,GPS1_Frame,42.337140166666664,-71.09032333333333,1.1,16.1,327797.5796490421,4689325.7039560415,19,T
1675698884.063628,177,57286,57286,GPS1_Frame,42.33713983333334,-71.09032383333333,1.1,16.2,327797.5375470567,4689325.667954498,19,T
1675698885.0649836,178,57287,57287,GPS1_Frame,42.33713933333333,-71.09032433333333,1.1,16.3,327797.494990128,4689325.613445888,19,T
1675698886.0593727,179,57288,57288,GPS1_Frame,42.33713933333333,-71.09032466666666,1.1,16.3,327797.4675287227,4689325.614120944,19,T
1675698887.0623717,180,57289,57289,GPS1_Frame,42.33713899999999,-71.09032499999999,1.1,16.4,327797.4391574379,4689325.577781871,19,T
1675698888.063326,181,57290,57290,GPS1_Frame,42.337138833333334,-71.09032533333334,1.1,16.6,327797.41124109365,4689325.559949864,19,T
1675698889.0626657,182,57291,57291,GPS1_Frame,42.337138833333334,-71.09032566666666,1.1,16.7,327797.38377969025,4689325.560624921,19,T
1675698890.0596936,183,57292,57292,GPS1_Frame,42.337138833333334,-71.09032616666667,1.1,16.8,327797.34258758306,4689325.561637506,19,T
1675698891.0635812,184,57293,57293,GPS1_Frame,42.337139166666674,-71.0903265,1.1,16.9,327797.3160360621,4689325.5993266925,19,T
1675698892.0606434,185,57294,57294,GPS1_Frame,42.33713983333334,-71.09032683333334,1.1,16.8,327797.2903944218,4689325.674030008,19,T
1675698893.0595527,186,57295,57295,GPS1_Frame,42.337140500000004,-71.09032699999999,1.1,16.8,327797.27848348755,4689325.748395793,19,T
1675698894.058984,187,57296,57296,GPS1_Frame,42.33714133333333,-71.09032716666667,1.1,16.7,327797.2670274909,4689325.841268644,19,T
1675698895.0657194,188,57297,57297,GPS1_Frame,42.33714233333333,-71.0903275,1.1,16.6,327797.24229573715,4689325.9529860895,19,T
1675698896.061342,189,57298,57298,GPS1_Frame,42.337143,-71.09032766666665,1.1,16.4,327797.2303848021,4689326.027351875,19,T
1675698897.0610504,190,57299,57299,GPS1_Frame,42.337144,-71.0903275,1.1,16.2,327797.2468451516,4689326.138056734,19,T
1675698898.0610394,191,57300,57300,GPS1_Frame,42.33714450000001,-71.09032733333333,1.1,16.1,327797.2619406764,4689326.1932403995,19,T
1675698899.06028,192,57301,57301,GPS1_Frame,42.33714499999999,-71.09032733333333,1.1,15.9,327797.2633055006,4689326.248761592,19,T
1675698900.0634604,193,57302,57302,GPS1_Frame,42.3371455,-71.0903275,1.1,15.8,327797.2509396246,4689326.304620314,19,T
1675698901.0647383,194,57303,57303,GPS1_Frame,42.33714616666666,-71.09032716666667,1.1,15.7,327797.2802207907,4689326.377973514,19,T
1675698902.0654376,195,57304,57304,GPS1_Frame,42.33714566666666,-71.09032716666667,0.92,15.6,327797.2788559665,4689326.322452321,19,T
1675698903.063963,196,57305,57305,GPS1_Frame,42.33714499999999,-71.09032716666667,0.92,15.5,327797.277036201,4689326.248424063,19,T
1675698904.0639834,197,57306,57306,GPS1_Frame,42.33714433333333,-71.09032733333333,0.92,15.5,327797.26148573495,4689326.174733333,19,T
1675698905.0609624,198,57307,57307,GPS1_Frame,42.33714366666666,-71.09032766666665,0.92,15.4,327797.23220456805,4689326.101380133,19,T
1675698906.0596304,199,57308,57308,GPS1_Frame,42.337143,-71.09032816666667,0.93,15.4,327797.18919269973,4689326.028364462,19,T
1675698907.0613208,200,57309,57309,GPS1_Frame,42.3371425,-71.0903285,0.93,15.3,327797.16036647325,4689325.973518326,19,T
1675698908.0617757,201,57310,57310,GPS1_Frame,42.33714199999999,-71.09032866666666,0.93,15.3,327797.14527094516,4689325.918334661,19,T
